0	1
0	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	2
10	1
100	1
1000	1
102	1
11	1
11	1
116	1
11th	1
1200	1
12000	1
120000	1
123	1
123	1
124	1
126	1
14000	1
141	1
1439	1
1477	1
1477	1
1480	1
1483	1
1494	1
1500	1
1551	1
1568	1
1569	1
1587	1
1592	1
15s	1
15th	1
1612	1
1617	1
1626	1
1626	1
1640	1
1650	1
1664	1
1665	1
1666	1
1680	1
1683	1
16th	1
1700	1
1710	1
1731	1
1775	1
1785	1
178990	1
17th	1
18	1
1844	1
1847	1
1851	1
1854	1
1858	1
1858	1
1862	1
1862	1
1867	1
1870	1
1870	1
1871	1
1874	1
1877	1
1877	1
1877	1
1877	1
1879	1
1879	1
1879	1
1879	1
1879	1
1879	1
1879	1
1880	1
1880	1
1880	1
1880	1
1881	1
1885	1
1887	1
1887	1
18th	1
19	1
19	1
1s	1
2	1
2	1
2	1
21	1
212	1
212	1
23	1
250	1
27	1
27	1
3	1
3	1
30	1
30	1
301283	1
31	2
35	1
3s	1
3s	1
4	1
4	1
40	1
40	1
41	1
43	1
45	1
48	1
48	1
4o	1
4o	1
5	1
50	1
50	1
5000	1
50000	1
50000	1
500000	1
51	1
51	1
54	1
55	1
57	1
57	1
58	1
6	1
60	1
61	1
61	1
640	1
66	1
69	1
6d	2
6s	1
7	1
7	1
700000	1
71	1
71	1
73	1
76	1
77	1
77	1
77	1
78	1
78	1
78	1
800	1
81	1
81	1
81	1
81	1
81	1
83	1
87	1
87	1
87	1
88	1
8vo	1
8vo	1
8vo	1
9	1
90	1
90	1
99	1
9d	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	1
a	2
a	2
a	2
a	2
a	2
a	2
a	2
a	2
a	2
a	2
a	2
a	2
a	2
a	2
a	2
a	2
a	2
a	2
a	2
a	2
a	2
a	2
a	2
a	2
a	2
a	2
a	2
a	2
a	2
a	2
a	2
a	2
a	2
a	2
a	2
a	2
a	2
a	2
a	2
a	2
a	2
a	2
a	2
a	2
a	2
a	2
a	2
a	2
a	2
a	2
a	2
a	2
a	2
a	2
a	2
a	2
a	2
a	3
a	3
a	3
a	3
a	3
a	3
a	3
abbey	1
abbey	1
abhorred	1
ability	1
ablaze	1
able	1
abolish	1
abominable	1
about	1
about	1
about	1
about	1
about	1
about	1
about	1
about	1
about	1
about	1
about	1
about	1
about	1
about	1
about	1
about	1
about	1
about	1
about	1
about	1
about	1
about	1
about	1
above	1
above	1
above	1
above	1
above	1
above	1
above	1
abrasion	1
abroad	1
absence	1
absence	1
absent	1
absolutely	1
absorbed	1
abstracting	1
abstulisti	1
absurd	1
absurdly	1
abundance	1
abundance	1
abused	1
academic	1
academy	1
academy	1
academy	1
acanis	1
acarus	1
accepted	1
accepts	1
accompanies	1
accompanies	1
accomplished	1
accordance	1
accordance	1
according	1
according	1
accordingly	1
accosted	1
account	1
account	1
account	1
account	1
account	1
account	1
account	1
account	1
account	1
account	1
account	1
accounts	1
accounts	1
accuracy	1
accurate	1
accurately	1
accustomed	1
acid	1
acknowledged	1
acknowledged	1
acknowledged	1
acquaintance	1
acquaintance	1
acquaintance	1
acquainted	1
across	1
across	1
across	1
act	1
acting	1
action	1
activity	1
activity	1
acts	1
acts	1
actual	1
actually	1
actually	1
actually	1
ad	1
ad	1
adam	1
add	1
add	1
add	1
add	1
added	1
addicted	1
addition	1
addressed	1
addresses	1
adds	1
adhere	1
adjoining	1
admire	1
admission	1
admission	1
adopted	1
adorn	1
adornment	1
adulterants	1
adulteration	1
advantage	1
advice	1
advocate	1
affectations	1
affecting	1
affection	1
afford	1
afforded	1
afforded	1
affords	1
affords	1
afraied	1
after	1
after	1
after	1
after	1
after	1
after	1
after	1
after	1
after	1
after	1
after	1
after	1
after	1
after	1
after	1
after	1
after	1
after	1
after	1
after	1
after	1
after	1
after	1
after	1
after	1
after	1
after	1
after	1
after	1
after	1
after	1
after	1
after	1
after	1
after	1
after	1
after	1
afternoon	1
afterwards	1
afterwards	1
again	1
again	1
again	1
again	1
again	1
again	1
again	1
again	1
against	1
against	1
against	1
against	1
against	1
against	1
against	1
against	1
against	1
against	1
against	2
age	1
age	1
age	1
age	1
age	1
age	1
age	1
age	1
agent	1
ages	1
ages	1
ages	1
ages	1
ages	1
ages	1
aglossa	1
aglossa	1
ago	1
ago	1
ago	1
ago	1
ago	1
ago	1
ago	1
ago	1
ago	1
ago	1
ago	1
ago	1
ago	1
ago	1
ago	1
ago	1
ago	1
ago	1
ago	1
ago	1
ago	1
ago	1
ago	1
ahalf	1
air	1
air	1
air	1
air	1
air	1
air	1
air	1
air	1
airiest	1
alas	1
alas	1
albans	1
albans	1
albansrecollet	1
albermarle	1
albermarle	1
alchemy	1
alcove	1
alexandria	1
alexandrian	1
alike	1
